fips,2021-01-12,2021-01-14,2021-01-15,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-16,2021-02-17,2021-02-18,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-28
20,53988,77590.0,83293.0,101824.0,105679.0,111907.0,116569.0,122813.0,127417.0,129861.0,132153.0,140685.0,157536.0,157720.0,168343.0,180156.0,183035.0,185065.0,192026.0,198352.0,206997.0,218170.0,228774.0,232575.0,233494.0,241127.0,248979.0,261332.0,273430.0,287680.0,291726.0,295950.0,302165.0,356901.0,359269.0,360817.0,367813.0,373244.0,383658.0,408501.0
21,102517,145320.0,162733.0,201688.0,208664.0,217837.0,229873.0,243620.0,268308.0,275610.0,279715.0,285291.0,297108.0,312373.0,324581.0,337738.0,347384.0,350622.0,360015.0,372114.0,387902.0,406790.0,422976.0,434294.0,436193.0,442691.0,454145.0,468357.0,474397.0,488161.0,510373.0,514681.0,517316.0,566677.0,573961.0,579549.0,592151.0,609932.0,632114.0,674617.0
22,117022,149064.0,167193.0,221109.0,228831.0,240762.0,256670.0,272630.0,290955.0,297684.0,301874.0,311135.0,323609.0,339450.0,355024.0,369486.0,376491.0,378574.0,384041.0,393389.0,404021.0,419327.0,431119.0,436190.0,438336.0,448139.0,448139.0,482025.0,501286.0,518682.0,528052.0,531448.0,533933.0,590652.0,594561.0,596165.0,601456.0,610568.0,627019.0,673772.0
25,184984,204481.0,222109.0,277612.0,288209.0,306646.0,318630.0,334514.0,356102.0,368358.0,376313.0,390470.0,406024.0,422803.0,438852.0,461408.0,484829.0,497445.0,497445.0,517135.0,539877.0,571853.0,609483.0,630154.0,649131.0,687093.0,715308.0,741746.0,771430.0,823429.0,863806.0,879627.0,912258.0,1054948.0,1080511.0,1100775.0,1119125.0,1144241.0,1172562.0,1230781.0
24,136576,165318.0,178831.0,225456.0,233443.0,243450.0,256221.0,272901.0,300609.0,311148.0,322860.0,340191.0,355484.0,375525.0,398387.0,422218.0,440763.0,448177.0,454437.0,463885.0,478473.0,496331.0,518048.0,531771.0,537805.0,551581.0,563324.0,580112.0,598423.0,618905.0,642662.0,648414.0,664228.0,743806.0,754894.0,764026.0,774727.0,797863.0,814954.0,853004.0
23,38045,51631.0,51631.0,62716.0,64260.0,67133.0,70193.0,74110.0,79310.0,82837.0,83464.0,86103.0,88878.0,93513.0,99468.0,105665.0,109917.0,109917.0,109917.0,114962.0,119024.0,126127.0,132273.0,132273.0,138005.0,141778.0,141778.0,141778.0,141778.0,141778.0,171975.0,174543.0,174543.0,190495.0,204495.0,205886.0,208682.0,208714.0,208767.0,224342.0
26,207786,286349.0,312415.0,417228.0,434402.0,463917.0,497958.0,536228.0,573167.0,599665.0,611090.0,629437.0,659118.0,695236.0,734903.0,772944.0,794391.0,801811.0,814362.0,835524.0,866766.0,896162.0,924494.0,938279.0,950705.0,971480.0,997466.0,1023114.0,1061320.0,1096479.0,1124024.0,1136393.0,1155117.0,1267083.0,1282233.0,1288410.0,1318237.0,1341024.0,1375347.0,1465524.0
27,152280,161507.0,170273.0,209118.0,209862.0,213102.0,223957.0,240009.0,252927.0,273973.0,287195.0,298902.0,315664.0,340311.0,376632.0,402715.0,425546.0,431172.0,431172.0,459716.0,459716.0,509608.0,528537.0,541133.0,541133.0,541133.0,575084.0,595334.0,622541.0,643627.0,669293.0,681366.0,696510.0,788468.0,788885.0,800484.0,810528.0,824500.0,847014.0,934903.0
29,107939,145521.0,153664.0,189793.0,193867.0,205217.0,217597.0,221849.0,242937.0,258298.0,262230.0,276990.0,294872.0,313161.0,313161.0,340708.0,355387.0,358762.0,371382.0,388692.0,412990.0,448830.0,477412.0,490686.0,492766.0,507801.0,524638.0,537256.0,592128.0,613292.0,630838.0,637707.0,646707.0,736999.0,745007.0,747804.0,759724.0,772358.0,802802.0,835208.0
69,1094,3455.0,3760.0,4453.0,4569.0,4606.0,4700.0,5019.0,5369.0,5474.0,5679.0,5966.0,6189.0,6486.0,6671.0,6896.0,6897.0,7062.0,7271.0,7561.0,7633.0,7770.0,7847.0,7860.0,8023.0,8174.0,8344.0,8497.0,8596.0,8604.0,8945.0,9043.0,9187.0,9575.0,9575.0,9696.0,9996.0,10129.0,10394.0,10712.0
28,45733,64654.0,75885.0,103946.0,112525.0,124931.0,136902.0,136902.0,161507.0,164715.0,165668.0,172522.0,181550.0,191145.0,199419.0,211689.0,213525.0,214460.0,222860.0,222860.0,238039.0,252569.0,264586.0,267797.0,268534.0,277287.0,286055.0,296066.0,303627.0,312244.0,318006.0,318006.0,318006.0,349797.0,353710.0,357173.0,365775.0,365958.0,384467.0,411215.0
30,30887,39103.0,41160.0,47209.0,48086.0,50413.0,54453.0,59289.0,62498.0,63224.0,63481.0,65746.0,68032.0,71534.0,75432.0,79584.0,80627.0,81420.0,83875.0,87042.0,91611.0,96394.0,101262.0,102365.0,102903.0,106038.0,109266.0,115415.0,122026.0,127657.0,130926.0,132847.0,136359.0,165472.0,167797.0,169164.0,170615.0,173329.0,178355.0,187865.0
37,189213,233038.0,259859.0,346533.0,368818.0,406257.0,450144.0,497387.0,552194.0,589436.0,611853.0,627980.0,728551.0,729507.0,762635.0,800782.0,818858.0,819119.0,855450.0,875375.0,902198.0,939554.0,979112.0,999151.0,1005714.0,1033527.0,1050246.0,1075646.0,1114685.0,1166560.0,1198710.0,1223476.0,1238992.0,1373952.0,1385902.0,1389913.0,1406859.0,1424748.0,1469070.0,1593807.0
38,33648,35293.0,38506.0,47616.0,48350.0,48986.0,51018.0,53491.0,56158.0,57996.0,58131.0,58673.0,60164.0,63773.0,66885.0,70822.0,71587.0,71735.0,72589.0,74387.0,78325.0,81935.0,85482.0,87633.0,87633.0,88917.0,90939.0,94160.0,96731.0,99364.0,102151.0,102414.0,104196.0,126909.0,128657.0,128669.0,130597.0,133058.0,138240.0,151276.0
31,65924,72079.0,77734.0,89054.0,91040.0,94850.0,99571.0,103620.0,109860.0,110672.0,111248.0,114154.0,116769.0,120121.0,125263.0,133002.0,134193.0,134877.0,138354.0,141657.0,147583.0,157139.0,163479.0,165037.0,165853.0,169053.0,172690.0,179502.0,188607.0,195639.0,198660.0,201138.0,206790.0,252022.0,258588.0,266231.0,271978.0,281672.0,293945.0,310582.0
33,11615,53780.0,56797.0,64402.0,67366.0,70281.0,72979.0,76609.0,79942.0,80674.0,81417.0,84813.0,88624.0,92305.0,96148.0,98524.0,100041.0,103364.0,104042.0,108112.0,112544.0,116523.0,119552.0,119763.0,121201.0,125466.0,130806.0,135257.0,141108.0,146718.0,151248.0,152041.0,157078.0,179139.0,184739.0,190064.0,195615.0,202003.0,207668.0,224897.0
34,206737,235152.0,278956.0,354653.0,381159.0,381159.0,406494.0,437711.0,468760.0,492061.0,501812.0,530412.0,558156.0,616618.0,649035.0,670153.0,680591.0,697318.0,703957.0,703957.0,724879.0,791011.0,812914.0,822080.0,851190.0,883576.0,911345.0,941794.0,971241.0,992728.0,1037920.0,1067242.0,1103016.0,1172226.0,1183501.0,1205639.0,1227971.0,1258929.0,1296818.0,1369258.0
35,43344,73428.0,80172.0,112450.0,116128.0,122956.0,130211.0,148964.0,162636.0,166530.0,171579.0,176038.0,180272.0,189082.0,195327.0,204968.0,212216.0,213941.0,219033.0,224290.0,231864.0,240516.0,245330.0,251082.0,253534.0,258073.0,264105.0,272325.0,276820.0,286538.0,300709.0,302820.0,306504.0,394841.0,399799.0,404641.0,407609.0,415888.0,428030.0,456360.0
32,31320,62370.0,67679.0,85391.0,89110.0,95837.0,105222.0,115160.0,129223.0,136670.0,140934.0,149464.0,167481.0,179805.0,191175.0,205892.0,211931.0,214342.0,236799.0,244381.0,252886.0,264060.0,269657.0,278091.0,282040.0,291370.0,299502.0,308611.0,318400.0,327691.0,336432.0,340695.0,346585.0,400079.0,405633.0,410093.0,414262.0,423010.0,432134.0,452515.0
36,543014,617596.0,671311.0,884908.0,926339.0,982183.0,1048453.0,1105935.0,1172921.0,1215450.0,1245215.0,1286705.0,1320572.0,1359970.0,1417373.0,1473614.0,1511266.0,1541235.0,1562945.0,1576553.0,1610832.0,1661253.0,1722302.0,1767666.0,1795592.0,1833754.0,1869595.0,1907783.0,1959193.0,2007952.0,2102037.0,2138943.0,2176004.0,2369520.0,2408373.0,2433665.0,2457363.0,2490401.0,2532497.0,2697721.0
39,311867,338961.0,361818.0,444812.0,456424.0,456424.0,500557.0,535544.0,575488.0,608379.0,627390.0,657075.0,683323.0,716677.0,759337.0,789605.0,824597.0,854741.0,883630.0,908994.0,936321.0,975620.0,1006750.0,1038595.0,1059251.0,1077597.0,1107677.0,1162381.0,1200949.0,1241257.0,1308980.0,1325650.0,1343458.0,1486509.0,1503346.0,1515448.0,1540690.0,1567124.0,1598364.0,1691901.0
40,109045,160035.0,173162.0,209687.0,217690.0,230902.0,247954.0,263315.0,279283.0,282679.0,284799.0,296308.0,308458.0,323625.0,339382.0,356891.0,360670.0,362529.0,372020.0,382044.0,393313.0,406359.0,424612.0,431499.0,432422.0,440614.0,452166.0,458056.0,468199.0,477378.0,484478.0,485563.0,487252.0,584493.0,594361.0,600293.0,617842.0,634889.0,651825.0,693310.0
41,99594,119980.0,133091.0,192550.0,192550.0,192550.0,218413.0,231606.0,244669.0,257296.0,263167.0,276200.0,285528.0,299508.0,314964.0,331692.0,342827.0,353035.0,361249.0,369704.0,378078.0,389513.0,400019.0,412660.0,425086.0,434561.0,434561.0,434561.0,466801.0,475841.0,483103.0,487286.0,496092.0,552058.0,560544.0,568729.0,569406.0,580233.0,597818.0,633952.0
42,266288,353821.0,380727.0,464339.0,482791.0,508391.0,539431.0,572228.0,611359.0,639526.0,657711.0,693731.0,695656.0,777260.0,819889.0,862021.0,900237.0,916235.0,917497.0,958587.0,993076.0,1036395.0,1082700.0,1108626.0,1134099.0,1176825.0,1215755.0,1264215.0,1269266.0,1363250.0,1369992.0,1445138.0,1478146.0,1667727.0,1699219.0,1709641.0,1731438.0,1765921.0,1804835.0,1912757.0
72,61486,80310.0,87512.0,107661.0,112524.0,120250.0,128284.0,136400.0,143910.0,146984.0,147910.0,156071.0,165862.0,174840.0,183630.0,193842.0,197187.0,197187.0,206430.0,214661.0,221431.0,229133.0,229133.0,229133.0,236882.0,242200.0,248934.0,248934.0,266635.0,272485.0,274733.0,277616.0,284163.0,320383.0,320423.0,322212.0,329107.0,336310.0,348306.0,353292.0
44,35385,38000.0,39381.0,44164.0,45904.0,47859.0,49932.0,50650.0,54287.0,56751.0,58097.0,59853.0,61554.0,63263.0,65668.0,67744.0,68779.0,73486.0,74473.0,75963.0,77940.0,81085.0,83326.0,85037.0,86264.0,87862.0,89723.0,91809.0,95258.0,97380.0,100448.0,103283.0,108152.0,136915.0,142522.0,147118.0,152657.0,159547.0,166299.0,181943.0
45,77042,96231.0,101722.0,155548.0,160518.0,173906.0,189170.0,206663.0,233257.0,258015.0,267262.0,275291.0,302890.0,322195.0,339544.0,361557.0,379136.0,385908.0,391585.0,403766.0,418519.0,435079.0,450531.0,460511.0,460511.0,475116.0,487418.0,500005.0,512156.0,525641.0,542707.0,551943.0,562999.0,638364.0,649402.0,654169.0,676544.0,686224.0,699792.0,726156.0
46,41322,44721.0,47389.0,51288.0,52548.0,54531.0,56762.0,60982.0,63091.0,63950.0,64012.0,65031.0,67171.0,70502.0,74229.0,76523.0,77052.0,77125.0,79025.0,81697.0,85921.0,88882.0,91598.0,92615.0,92678.0,94744.0,97817.0,103076.0,106251.0,109875.0,111151.0,113425.0,116461.0,156792.0,158510.0,159128.0,162715.0,167375.0,172181.0,183794.0
47,143735,238943.0,264912.0,302260.0,305780.0,313154.0,324543.0,335823.0,354407.0,361767.0,365235.0,374108.0,385682.0,400950.0,416716.0,438426.0,447977.0,450633.0,463300.0,477784.0,500458.0,521621.0,543793.0,554016.0,558590.0,577121.0,595081.0,618010.0,634688.0,659390.0,675421.0,680454.0,691486.0,757333.0,763973.0,767826.0,784786.0,802161.0,829456.0,888096.0
48,809148,917387.0,1003412.0,1222952.0,1282998.0,1337706.0,1412767.0,1474571.0,1502751.0,1532381.0,1614648.0,1648575.0,1731725.0,1804291.0,1886813.0,1928227.0,1991555.0,1991555.0,2086493.0,2181310.0,2257870.0,2371311.0,2464468.0,2512804.0,2589885.0,2672352.0,2745305.0,2834361.0,2901250.0,2970596.0,3037786.0,3059756.0,3071010.0,3267255.0,3278912.0,3309933.0,3362877.0,3432978.0,3511724.0,3674676.0
49,90613,103833.0,114504.0,144056.0,159814.0,166334.0,175364.0,175364.0,175364.0,195221.0,196507.0,201134.0,201134.0,219468.0,227616.0,227616.0,244613.0,245534.0,245534.0,258569.0,271345.0,284458.0,284458.0,304991.0,307059.0,307059.0,307059.0,307059.0,307059.0,307059.0,314844.0,314844.0,322861.0,356371.0,356543.0,356619.0,364163.0,378311.0,378573.0,391955.0
51,0,192918.0,214732.0,290146.0,304160.0,320175.0,353808.0,376378.0,393127.0,415684.0,497055.0,524196.0,552909.0,598853.0,648378.0,687883.0,718113.0,742017.0,757544.0,774590.0,805624.0,842587.0,875842.0,897049.0,912014.0,925586.0,945182.0,971199.0,993156.0,1004422.0,1046408.0,1060294.0,1076555.0,1172647.0,1183068.0,1197154.0,1213282.0,1229982.0,1257635.0,1336428.0
78,0,1267.0,1474.0,1970.0,2178.0,2450.0,2703.0,2946.0,2969.0,2984.0,3251.0,3538.0,3901.0,4367.0,4898.0,4920.0,5026.0,5447.0,5906.0,6237.0,6673.0,6961.0,6972.0,7014.0,7313.0,7762.0,8039.0,8404.0,8649.0,8730.0,8806.0,9302.0,9473.0,11244.0,11247.0,11669.0,11939.0,12112.0,12613.0,12922.0
50,0,26603.0,28355.0,34427.0,34607.0,36233.0,38432.0,40484.0,41950.0,43356.0,43994.0,44498.0,46376.0,47485.0,48473.0,50571.0,53967.0,54994.0,55357.0,56221.0,57432.0,58637.0,60863.0,63024.0,64864.0,65577.0,67024.0,68654.0,70351.0,73105.0,78022.0,78816.0,79606.0,91923.0,94486.0,96215.0,97004.0,98510.0,101037.0,107089.0
53,162105,187450.0,200682.0,265507.0,286500.0,306942.0,330357.0,359217.0,370231.0,404326.0,420728.0,441895.0,468528.0,496008.0,524466.0,555505.0,582420.0,599313.0,616340.0,637940.0,658508.0,684484.0,709023.0,731739.0,740234.0,780179.0,797359.0,819728.0,844801.0,870853.0,890282.0,898805.0,914138.0,1016677.0,1027798.0,1033551.0,1042072.0,1060262.0,1077904.0,1130786.0
55,125895,135841.0,151387.0,188144.0,193461.0,204746.0,221067.0,241512.0,260664.0,266481.0,268091.0,281166.0,302339.0,339296.0,375931.0,409614.0,429609.0,437456.0,457768.0,458321.0,491942.0,521331.0,581413.0,595912.0,600268.0,619711.0,640058.0,664353.0,689583.0,709908.0,736864.0,748247.0,762117.0,858185.0,867121.0,869836.0,878042.0,889210.0,907620.0,956474.0
54,0,99061.0,113034.0,128923.0,132929.0,135950.0,145361.0,156854.0,163801.0,164528.0,167660.0,169671.0,173750.0,181839.0,191225.0,192580.0,192951.0,194301.0,195200.0,197939.0,203731.0,214301.0,217613.0,218266.0,219723.0,222233.0,226323.0,230596.0,242233.0,247689.0,250814.0,251627.0,254778.0,290411.0,291272.0,293891.0,295452.0,300110.0,308262.0,322459.0
56,13577,17310.0,19931.0,24788.0,25841.0,25841.0,29993.0,32746.0,35868.0,36215.0,36398.0,37963.0,37963.0,41441.0,41441.0,47639.0,48155.0,48255.0,49361.0,49361.0,53630.0,56076.0,56076.0,58775.0,58775.0,61170.0,61170.0,65857.0,65857.0,71653.0,72339.0,72339.0,74983.0,89605.0,91931.0,92151.0,92216.0,94291.0,96079.0,100902.0
